Date,Close,High,Low,Open,Volume,Ticker
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2023-04-17,105.1013412475586,105.2897861961485,103.66322268410477,103.80208203407157,37571200,GOOGL
2023-04-18,103.64338684082031,105.66666534841484,103.2169113578442,105.61707218442865,26596400,GOOGL
2023-04-19,103.32601165771484,104.11945689106093,102.22510999070306,102.73093151613256,20905700,GOOGL
2023-04-20,104.42691802978516,105.37904781258688,103.01855986565269,103.05823288579296,27820800,GOOGL
2023-04-21,104.54593658447266,105.13109660328743,103.92109597885471,104.60544233096776,25800100,GOOGL
2023-04-24,105.1013412475586,105.75592714410803,103.84174748622819,104.62527258627793,23542800,GOOGL
2023-04-25,102.99871063232422,105.8154342829649,102.98879048643646,104.96248334111876,46664100,GOOGL
2023-04-26,102.85985565185547,105.47821413741524,101.78870693498448,104.05993599383254,53347600,GOOGL
2023-04-27,106.70806121826172,107.48167377000753,102.69126435820809,103.59380098496241,50089200,GOOGL
2023-04-28,106.46011352539062,106.47003367253913,104.22855712885315,106.16257721263207,36139800,GOOGL
2023-05-01,106.32125091552734,107.1047759897289,105.9443685976354,105.96420132305943,26681700,GOOGL
2023-05-02,104.45664978027344,106.32123594868573,102.85984698508899,106.26173021393583,30997200,GOOGL
2023-05-03,104.54593658447266,106.60888065380296,104.09962078519486,104.66494807746287,21795400,GOOGL
2023-05-04,103.83184051513672,104.73437715411653,103.11774126807067,104.62527823765616,23419500,GOOGL
2023-05-05,104.7046127319336,105.01206915340022,103.25658167035746,103.96076069275621,26639300,GOOGL
2023-05-08,106.88658905029297,107.07503401183828,104.29799059182162,104.31782331926341,26511400,GOOGL
2023-05-09,106.47003173828125,109.24708267470773,106.31134722106391,107.50150758418665,36360100,GOOGL
2023-05-10,110.8339614868164,112.01420922516127,107.04527514179809,107.08494816131481,63153400,GOOGL
2023-05-11,115.61446380615234,116.95339620842775,113.47217347588283,114.45405622863737,78900000,GOOGL
2023-05-12,116.54673767089844,117.06247174670034,115.15821237424916,115.7235396119098,41102300,GOOGL
2023-05-15,115.55494689941406,117.50879963545604,115.05904549704219,115.15822426414559,36266800,GOOGL
2023-05-16,118.53035736083984,119.76019074124378,115.47560285342378,115.5351086013426,45035600,GOOGL
2023-05-17,119.84943389892578,120.67263195090871,117.91542167256014,118.62952082286563,33323600,GOOGL
2023-05-18,121.82312774658203,122.2991888062752,119.83952234186759,119.95853382336384,35234200,GOOGL
2023-05-19,121.75371551513672,124.93740163874087,121.14871519349788,122.5372406458961,41353400,GOOGL
2023-05-22,124.02494049072266,125.39362560112353,121.73387092669454,121.93223602252743,35253000,GOOGL
2023-05-23,121.55535125732422,123.60838279305526,121.20822178352526,123.14224182358522,34046300,GOOGL
2023-05-24,119.9089584350586,120.9106813684256,118.87748262878495,120.12715625884692,34182600,GOOGL
2023-05-25,122.46781921386719,124.29273282527676,120.96027464484123,123.49928751875201,42317000,GOOGL
2023-05-26,123.58854675292969,124.2332200823341,121.44624908602053,122.16034830832359,35635900,GOOGL
2023-05-30,122.65625,124.62994301273424,120.99994114625623,124.61010271936992,35076700,GOOGL
2023-05-31,121.86280822753906,123.04304837018027,121.49583848112029,121.74378917189807,37325800,GOOGL
2023-06-01,122.70584106445312,123.40009998321423,121.6148595206051,121.8132170497212,30772700,GOOGL
2023-06-02,123.64804077148438,125.1159120966453,122.74550424940523,122.97361463292732,26980100,GOOGL
2023-06-05,124.97705841064453,126.38541640679333,122.82484083415915,122.99345304135757,32305500,GOOGL
2023-06-06,126.26641082763672,127.23837332481472,124.33239841304952,124.97707174019685,26638300,GOOGL
2023-06-07,121.49584197998047,127.9822255786917,121.11895964321234,125.92920166945693,52539000,GOOGL
2023-06-08,121.1387939453125,122.21986293706264,120.24616990782498,121.22806013248871,29389200,GOOGL
2023-06-09,121.2280502319336,122.74550718830598,120.9106736630639,121.2478829569892,23778300,GOOGL
