Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2023-04-28,167.25692749023438,167.424513091262,165.4826438930684,166.08393356927388,55275900,AAPL
2023-05-01,167.16819763183594,168.0159171618742,166.23176694003394,166.86262693627947,52472900,AAPL
2023-05-02,166.1332244873047,167.91739013162538,165.14750459229282,167.66109333275145,48425700,AAPL
2023-05-03,165.0587615966797,168.47921017635485,164.77290950021637,167.07949000013943,65136000,AAPL
2023-05-04,163.42247009277344,164.65461977543495,161.96360907995128,162.535328337613,81235400,AAPL
2023-05-05,171.09141540527344,171.81098674245246,168.32152976866723,168.53838935645695,113453200,AAPL
2023-05-08,171.02239990234375,171.36740787815765,169.65224986499234,170.0169614090474,55962800,AAPL
2023-05-09,169.31707763671875,171.06179068201072,169.14950709207488,170.57879765359286,45326900,AAPL
2023-05-10,171.08151245117188,171.54480192353225,169.44521410372417,170.5492304195713,53724500,AAPL
2023-05-11,171.268798828125,172.09679977091955,169.71135988855104,171.3673768150292,49514700,AAPL
2023-05-12,170.3409423828125,171.8116866019269,168.79121464447562,171.3773676163626,45533100,AAPL
2023-05-15,169.84739685058594,170.97267098611968,169.25514096380277,170.9233138186056,37266700,AAPL
2023-05-16,169.84739685058594,170.9035679392614,169.58088019536424,169.768428394902,42110300,AAPL
2023-05-17,170.45938110351562,170.6962714054677,168.21869827349877,169.49204389326178,57951600,AAPL
2023-05-18,172.7888946533203,172.97644284674885,170.350798262134,170.7653713447007,65496700,AAPL
2023-05-19,172.89749145507812,174.11159953538055,172.68033195301507,174.11159953538055,55809500,AAPL
2023-05-22,171.94992065429688,172.45334281427654,171.20960812415922,171.7327611071874,43570900,AAPL
2023-05-23,169.34396362304688,171.14046198217582,169.06758157728734,170.8936912226268,50747300,AAPL
2023-05-24,169.620361328125,170.19287135053577,168.3174194294986,168.88004898113246,45143500,AAPL
2023-05-25,170.7555694580078,171.6538039402033,169.47235797554546,170.1830592562416,56058300,AAPL
2023-05-26,173.16400146484375,173.49962120538788,170.87397623432938,171.08127033696854,54835000,AAPL
2023-05-30,175.0098419189453,176.67801481811213,174.28927545149398,174.67423726963298,55964400,AAPL
2023-05-31,174.9605255126953,177.03340659281355,174.47684924421523,175.03949398887755,99625300,AAPL
2023-06-01,177.76380920410156,177.79342049505456,174.64462268903534,175.40468096744894,68901800,AAPL
2023-06-02,178.61268615722656,179.4319669478336,176.94451328757913,178.69165461361322,61996900,AAPL
2023-06-05,177.26039123535156,182.56102285189482,175.7402747725204,180.27099781019854,121946500,AAPL
2023-06-06,176.8951873779297,177.79342164547316,175.13816542041533,177.64536518975015,64848400,AAPL
2023-06-07,175.52316284179688,178.86937468745242,175.02962118278163,176.13514967923302,61944600,AAPL
2023-06-08,178.2376251220703,178.50412674833163,175.1677956906412,175.60209965770608,50214900,AAPL
2023-06-09,178.62258911132812,179.87617397731293,178.2968498358667,179.1556074319137,48900000,AAPL
2023-06-12,181.41603088378906,181.51474523727245,178.63246384356634,178.92859184232086,54274900,AAPL
2023-06-13,180.94223022460938,181.77137654932005,180.08347260699438,180.43882318354116,54929100,AAPL
2023-06-14,181.57394409179688,182.00826309164242,179.668880824476,181.00143405215442,57462900,AAPL
2023-06-15,183.60736083984375,184.1107829667957,181.40616927858855,181.58385210624687,65433200,AAPL
2023-06-16,182.53143310546875,184.57470266619666,181.88983501651188,184.31805138125782,101256200,AAPL
2023-06-20,182.6202392578125,183.69617128575536,182.0279984336963,182.0279984336963,49799100,AAPL
2023-06-21,181.58383178710938,183.015099412311,180.23151756348105,182.51167734169172,49515700,AAPL
2023-06-22,184.58457946777344,184.63393664574576,181.29759022920584,181.36669329070625,51245300,AAPL
2023-06-23,184.26869201660156,185.13733008755815,182.62026481317798,183.15329819733586,53117000,AAPL
2023-06-26,182.87692260742188,185.62101290744985,182.83743084186574,184.41677010681076,48088700,AAPL
2023-06-27,185.630859375,185.9565986299679,183.27173119056016,183.48889069387212,50730800,AAPL
2023-06-28,186.80548095703125,187.4470789620611,185.17679982937508,185.5025240055518,51216800,AAPL
2023-06-29,187.14108276367188,187.61489349976054,186.49948476837957,186.6376758009822,46347300,AAPL
2023-06-30,191.46449279785156,191.9678997111192,188.78949121160642,189.1547221675298,85213200,AAPL
2023-07-03,189.97402954101562,191.37568580561538,189.28305928715224,191.27697146600818,31458200,AAPL
2023-07-05,188.85861206054688,190.4872931571664,188.15777642969255,189.09551742767218,46920300,AAPL
2023-07-06,189.33241271972656,189.53970680413252,186.75612514844465,187.3878577490578,45094300,AAPL
