Date,Close,High,Low,Open,Volume,Ticker,Returns,SMA_5,SMA_10,SMA_20,Volatility,Momentum_3,Momentum_5,Momentum_10,Momentum_20,Volume_Change,HL_Spread,Returns_lag1,Returns_lag2,Returns_lag3,Volume_Ratio,DayOfWeek,RSI_14,MACD,MACD_signal,MACD_histogram,BB_width,BB_position,OBV_change,ATR_14,Price_SMA_5_ratio,Price_SMA_10_ratio,Price_SMA_20_ratio,SMA_5_20_ratio,NLP_Sentiment,News_Volume,Future_Close,Target
2021-05-19,121.65379333496094,121.87818865261369,119.86835215925528,120.16105011854478,92612000,AAPL,-0.0012815464390377729,122.58651428222656,123.27239761352538,,,-0.021655558388833818,0.015638977021219747,-0.024966639054164075,,0.46207388673395133,0.01652095210730119,-0.01124567238331542,-0.009258602524082837,0.01984473894440919,,2,33.031204173944076,-1.6791219787757519,-1.3768606817162656,-0.30226129705948623,,,0.44662185916259123,2.4003863586973617,-0.007608675005786103,-0.013130305809731846,,,0.0,0,124.20999908447266,1
2021-05-20,124.20999908447266,124.61001915730156,122.05381347828964,122.18065274217139,76857100,AAPL,0.021012133526107757,123.04311828613281,123.05678024291993,,,0.008236405784291856,0.018724486057472678,-0.017062902661686974,,-0.17011726342158684,0.020579709345891723,-0.0012815464390377729,-0.01124567238331542,-0.009258602524082837,,3,42.400265371848974,-1.494538431276511,-1.3777279168915202,-0.1168105143849909,,,-0.256213307126539,2.3815221701210514,0.009483511264939626,0.009371436821898227,,,0.0,0,122.37579345703125,0
2021-05-21,122.37579345703125,124.88321393915864,122.16114924209418,124.70759662181192,79295400,AAPL,-0.014766972393212896,122.64895935058594,122.59042053222656,,,0.004645723279543823,-0.015849205895367646,-0.03670985106454405,,0.031725110627385034,0.022243489665464182,0.021012133526107757,-0.0012815464390377729,-0.01124567238331542,,4,37.076723824643,-1.499911949462809,-1.4186845675799147,-0.08122738188289436,,,0.35539988167589964,2.427720090463145,-0.0022272173771475945,-0.0017507654697936914,,,0.0,0,124.00511169433594,1
2021-05-24,124.00511169433594,124.82466155300955,122.87336158160026,122.94165678285485,63092900,AAPL,0.013314056573425104,122.81091918945313,122.61481170654297,,,0.019327949379275733,0.006573295508592869,0.0019708256162698223,,-0.20433089435200524,0.015735641416291808,-0.014766972393212896,0.021012133526107757,-0.0012815464390377729,,0,48.87159963209121,-1.34535746832519,-1.3891069325316585,0.043749464206468414,,,-0.20863267720727463,2.209237253723084,0.00972383003697419,0.011338760533437187,,,0.0,0,123.80998229980469,0
2021-05-25,123.80998229980469,125.19541091008112,123.24410353248182,124.7075784829674,72009500,AAPL,-0.001573559282074033,123.2109359741211,122.71140060424804,,,-0.003220487783724413,0.016419715885144237,0.007862722178371806,,0.14132493513533229,0.015760501224160055,0.013314056573425104,-0.014766972393212896,0.021012133526107757,,1,47.91577876253832,-1.2388784934314834,-1.3608126743760118,0.12193418094452846,,,0.300893996912065,2.179194882430061,0.004861957430543518,0.00895256422913504,,,0.0,0,123.76119995117188,0
2021-05-26,123.76119995117188,124.28805183989326,123.3416701570207,123.86852204574208,56575900,AAPL,-0.0003940098183253804,123.63241729736328,123.10946578979492,124.3661994934082,,0.011320919399203433,0.01732298318399672,0.03323287394117003,,-0.21432727626215986,0.007646836676162935,-0.001573559282074033,0.013314056573425104,-0.014766972393212896,0.6262071867739619,2,43.929086170459044,-1.1432688470693044,-1.3177330168310872,0.1744641697617828,0.0837226147738709,0.44189548243730514,0.18172441926200023,2.0873933120098345,0.001041657654390571,0.005293940292859123,-0.004864662140523168,-0.00590017383367758,0.0,0,122.22943115234375,0
2021-05-27,122.22943115234375,124.5319657543007,122.03430412924318,123.36118872845968,94625600,AAPL,-0.012376809528612087,123.2363037109375,123.13971099853515,123.97722473144532,0.015950187481540427,-0.014319414076809367,-0.01594531798347376,0.0024806001897352825,-0.05983816231067929,0.6725425490358969,0.02043420804228806,-0.0003940098183253804,-0.001573559282074033,0.013314056573425104,1.081149202042682,3,39.221663251409325,-1.1681399399056573,-1.301025375603947,0.1328854356982896,0.07343997675112271,0.3080378088565541,0.25720194866104973,2.1580240916546836,-0.008170259317055395,-0.0073922525788795435,-0.014097698854669272,-0.005976267190306639,0.0,0,121.57573699951172,0
2021-05-28,121.57573699951172,122.736762785055,121.51720038633076,122.51236002849775,71311100,AAPL,-0.00534809126303859,123.0762924194336,122.86262588500976,123.65393867492676,0.015705287408777028,-0.018045760598549787,-0.006537701900992787,-0.022283290412849044,-0.050497090745502016,-0.24638681287093556,0.01003129759952965,-0.012376809528612087,-0.0003940098183253804,-0.001573559282074033,0.833105277542972,4,44.44992546373492,-1.212234550181206,-1.2888635421671968,0.07662899198599082,0.06866185370578297,0.2552266046251153,0.15417632821257898,2.046385343918931,-0.012192075260181845,-0.010474209518380961,-0.016806595064298158,-0.004671474776163254,0.0,0,121.25377655029297,0
2021-06-01,121.25377655029297,122.29772171588232,120.92205913488071,122.03429950032661,67637100,AAPL,-0.002648229467200669,122.526025390625,122.66847229003906,123.26195983886718,0.015502850134726189,-0.02026017363978516,-0.022187272012018533,-0.0157598199988902,-0.06072796563510685,-0.051520730994193076,0.011345317400741052,-0.00534809126303859,-0.012376809528612087,-0.0003940098183253804,0.7936591844497147,1,45.83543779788829,-1.2524883838482512,-1.2843263259963262,0.031837942148075005,0.05704010995005381,0.2143765069526542,0.1266990558604948,1.8983633191832976,-0.010383498822196913,-0.011532675946278714,-0.01629199544773907,-0.005970491214030926,0.0,0,122.01476287841797,1
2021-06-02,122.01476287841797,122.19038014199401,121.02936192954658,121.25375721746093,59278900,AAPL,0.006275980425313632,122.16698150634765,122.68895874023437,123.13643112182618,0.01360716648168422,-0.0017562731978865154,-0.014499795477230681,0.0016818378857847982,-0.020161152717058872,-0.1235741922702186,0.009515391294120133,-0.002648229467200669,-0.00534809126303859,-0.012376809528612087,0.7290700107757514,2,56.6530580716689,-1.2095749943583975,-1.2629679513259289,0.053392956967531324,0.05692496928281413,0.339979708513699,-0.09855544104128877,1.745447997655338,-0.0012459882863011806,-0.005495163287218441,-0.009109150177484593,-0.00787297152147759,0.0,0,120.53179168701172,0
2021-06-03,120.53179168701172,121.80989069682863,120.13177164794705,121.64403199734149,76229200,AAPL,-0.012154030843660846,121.52109985351562,122.57675857543946,122.92457809448243,0.013813895213459212,-0.008586789916019133,-0.02609386678081882,-0.009222907212271703,-0.03395928127103687,0.2859415407505874,0.013922625934568389,0.006275980425313632,-0.002648229467200669,-0.00534809126303859,0.9420436271000484,3,45.674488398914974,-1.2808114904867152,-1.2789678696214584,-0.001843620865256801,0.05857625166682896,0.16768983263802967,0.14059271248848204,1.6830860192771666,-0.008141040261291588,-0.01668315357816519,-0.019465483994840826,-0.011417393191197833,0.0,0,122.82456970214844,1
2021-06-04,122.82456970214844,123.08799935298282,120.83424294183042,121.04888711847525,75169300,AAPL,0.01902218479494966,121.64012756347657,122.43821563720704,122.74749794006348,0.014220082434987557,0.012954591572691632,0.004869028221712979,-0.011153927965026567,-0.02802651223955077,-0.013904120730638625,0.01834939390887174,-0.012154030843660846,0.006275980425313632,-0.002648229467200669,0.9306469077646908,4,45.24386929425957,-1.136995596656113,-1.231473722381256,0.09447812572514303,0.052388811530816905,0.5119851671062106,-0.12154899196026048,1.6346463306219527,0.009737264851632066,0.003155502250099751,0.0006278886606925216,-0.00902153115273785,0.0,0,122.83433532714844,1
2021-06-07,122.83433532714844,123.24410653680496,121.7903901347652,123.09775754946514,71057600,AAPL,7.950872552364707e-05,121.8918472290039,122.48406982421875,122.53724517822266,0.014139068443300738,0.006716994152151434,0.01035238081790757,0.003746998137161839,-0.03310040467093667,-0.05469919235645404,0.011834772404377265,0.01902218479494966,-0.012154030843660846,0.006275980425313632,0.8840733093968559,0,48.78533176559989,-1.0293781562817164,-1.1909762850638514,0.1615981287821351,0.040887495884233786,0.5592965772561185,-0.13079882567918377,1.589695687764178,0.007732166831255327,0.0028596821074966527,0.0024244885585087417,-0.005266953311053091,0.0,0,123.65387725830078,1
2021-06-08,123.65387725830078,125.33200387040455,123.13678395621102,123.51728685562117,74403800,AAPL,0.006671928732057131,122.37186737060547,122.44894638061524,122.5318790435791,0.013032980787232171,0.02590258991085337,0.01979402849372125,-0.0028324190127010374,-0.0008671756003775233,0.047091373758753496,0.01775294040807092,7.950872552364707e-05,0.01902218479494966,-0.012154030843660846,0.9336436033966579,1,56.450540182765394,-0.874345579588865,-1.1213353884512154,0.24698980886235034,0.04071624133221268,0.7248927176177052,-0.15756803616086457,1.5988853865954098,0.010476344892349498,0.009840271503359421,0.009156786164379538,-0.0013058779006948074,0.0,0,124.03438568115234,1
2021-06-09,124.03438568115234,124.63929137968418,123.43923856713752,124.11243947005046,56877900,AAPL,0.003077205756004897,122.77579193115234,122.47138671875,122.59139366149903,0.012928121871914939,0.009849950884727177,0.016552282322974676,0.0018124821373795008,0.009689455359250587,-0.23555114120515352,0.009675162302424439,0.006671928732057131,7.950872552364707e-05,0.01902218479494966,0.7461488873863911,2,58.198978060838115,-0.7214947598529654,-1.0386152674179816,0.3171205075650162,0.042110193197671224,0.7795224621233038,-0.1429821167715316,1.5473467872761684,0.010251155624439123,0.012762156159721538,0.011770744883101036,0.0015041697801598808,0.0,0,123.03922271728516,0
2021-06-10,123.03922271728516,125.06857651400928,122.87336400291547,123.9270603510902,71186400,AAPL,-0.00802328288564591,123.27727813720703,122.39918899536133,122.75432739257812,0.011663553587621518,0.0016679977108275956,0.020803067764765037,-0.005833631494939984,0.027205374106139546,0.25156519491753393,0.01784156679970167,0.003077205756004897,0.006671928732057131,7.950872552364707e-05,0.959652841273495,3,45.481921325792996,-0.6649577289492611,-0.97060416269828,0.3056464337490189,0.03617407029695507,0.5641580466595295,0.2088071256725197,1.5156825174193562,-0.0019310567488107777,0.005229068322896158,0.0023208576899771405,0.004260141012841556,0.0,0,124.2490234375,1
2021-06-11,124.2490234375,124.33683580636276,123.02946096276283,123.44899075181716,53522400,AAPL,0.009832642741857134,123.56216888427734,122.60114822387695,122.87042961120605,0.011191605967011463,0.004813000549558355,0.011597465709066945,0.016522962318617607,0.019044549371815434,-0.24813728464987694,0.010522214239032381,-0.00802328288564591,0.003077205756004897,0.006671928732057131,0.747912520517065,4,57.594892854624035,-0.5249141062188792,-0.8739056083408019,0.34899150212192265,0.037114549102702885,0.8023046056392491,-0.12987538636922846,1.4195964396728944,0.005558777087070421,0.01344094437528387,0.011219899129971234,0.00562982708907378,0.0,0,127.30284881591797,1
2021-06-14,127.30284881591797,127.36138545280546,123.97588511550488,124.7076228510832,96906500,AAPL,0.02457826463283319,124.45587158203125,123.17385940551758,123.01824264526367,0.011651633504225566,0.026351266359053493,0.03637837479942729,0.04710735840679514,0.023774361045985293,0.8105783746618238,0.02659406579499312,0.009832642741857134,-0.00802328288564591,0.003077205756004897,1.3401200537035411,0,61.98595208846912,-0.21298341568043452,-0.7249501067890658,0.5119666911086312,0.04818543740028938,1.2228123837618943,-0.27024814868730673,1.4380958737584562,0.022875395091425776,0.033521637061048715,0.034829030869912625,0.011686306891191212,0.0,0,126.48326110839844,0
2021-06-15,126.48326110839844,127.4198916269695,126.23934861668313,126.77595907590421,62746300,AAPL,-0.006438094002944705,125.02174835205078,123.69680786132812,123.1826400756836,0.011534359103343855,0.02799138612104901,0.022881481056896913,0.043128426238636886,0.02668891000539042,-0.3525067977896219,0.009333590863652893,0.02457826463283319,0.009832642741857134,-0.00802328288564591,0.8746727102331868,1,59.29439501231854,-0.027567124789254792,-0.5892315425010687,0.5616644177118139,0.05431591608646114,0.9933090085330436,0.23978539947545996,1.4038872834024103,0.011690068133043185,0.02252647659423923,0.02679453071217619,0.014929930672351599,0.0,0,126.9808578491211,1
2021-06-16,126.9808578491211,127.70284430122783,125.3320216426943,127.19550206765987,91815000,AAPL,0.003934091644713478,125.61104278564453,124.19341735839843,123.44118804931641,0.01115291140124681,0.021986767670614915,0.023755284889652062,0.0407007713947829,0.04245106137987986,0.46327353166640894,0.01867070910286764,-0.006438094002944705,0.02457826463283319,0.009832642741857134,1.2549805738739193,2,60.855256557932414,0.1498908561275492,-0.43955985714107293,0.5894507132686222,0.05964157301307235,0.9807879433440121,-0.283009969693906,1.478512772799204,0.010905212098383466,0.022444349708798494,0.02867494922675684,0.01757804482132208,0.0,0,128.58090209960938,1
2021-06-17,128.58090209960938,129.32240559947226,126.49301177385304,126.63936820067508,96721700,AAPL,0.012600672869838903,126.71937866210938,124.9983283996582,123.78754348754883,0.011358866973740236,0.010039471194705829,0.04503994141004686,0.066779978128086,0.05694116537390137,0.05344115885203937,0.022004775043710137,0.003934091644713478,-0.006438094002944705,0.02457826463283319,1.318345369338759,3,71.31620184970862,0.3828264103960107,-0.27070674245564597,0.6535331528516566,0.0684219380296707,1.0659363712019954,-0.4158138019209985,1.4785425583804568,0.014690124408387906,0.028660972877145863,0.03872246331911966,0.02368441195260851,0.0,0,127.28327178955078,0
2021-06-18,127.28327178955078,128.30769210804172,127.06862765550436,127.52718422485502,108953300,AAPL,-0.010091936585211903,127.32622833251953,125.44419860839844,123.94120712280274,0.010857211391695263,0.006325032056745616,0.024420701814023227,0.03630138577496966,0.024742554767978486,0.12646179709413707,0.009734699895097159,0.012600672869838903,0.003934091644713478,-0.006438094002944705,1.4532766694868762,4,68.36145933862244,0.4868320399074998,-0.12140683164385731,0.6082388715513571,0.07282986122881345,0.870245377324832,0.8017963521026739,1.5100423926182465,-0.000337373874427227,0.014660488101912339,0.026964919451177183,0.02731150751471123,0.0,0,129.07847595214844,1
2021-06-21,129.07847595214844,129.18579802932504,126.06372153950791,127.12717628510836,79663300,AAPL,0.014104007049456024,127.68135375976563,126.06861267089843,124.27634124755859,0.01052580070252242,0.01651916783803542,0.013948054994417758,0.05083383736615499,0.05477130979723244,-0.26883077428586377,0.024187429133998597,-0.010091936585211903,0.012600672869838903,0.003934091644713478,1.0623305213945184,0,72.99298775962978,0.6628736255353043,0.03680006625557562,0.6260735592797286,0.0803648377349976,0.9808169920118242,-0.3253690780665561,1.5856828168022161,0.010942257042571013,0.023874802914721105,0.03864077954325995,0.027398718678274037,0.0,0,130.71759033203125,1
2021-06-22,130.71759033203125,130.8151612925248,128.41505560442437,128.91264666080772,74783600,AAPL,0.01269858795428025,128.5282196044922,126.77498397827148,124.61196517944336,0.010494055928333228,0.01661746182778079,0.03347738812651202,0.057124881405659966,0.05413066079276718,-0.06125405299554498,0.018361000091908157,0.014104007049456024,-0.010091936585211903,0.012600672869838903,0.9895450429064495,1,74.31836138113817,0.8885643419254775,0.20678376208894808,0.6817805798365294,0.09245335539551248,1.0299656422869907,-0.45274963448190264,1.6335073620930225,0.017034163658970813,0.031099245529666364,0.048997101873770266,0.031427595411157805,0.0,0,130.44439697265625,0
2021-06-23,130.44439697265625,131.04931007255976,129.98584029942936,130.51269961588608,60214200,AAPL,-0.0020899510056838766,129.2209274291992,127.41598510742188,124.94368591308594,0.01050573037479305,0.024835354549433974,0.02727607280500921,0.051679308574815064,0.05358545853585861,-0.19482078958488225,0.008152667326549347,0.01269858795428025,0.014104007049456024,-0.010091936585211903,0.803027794412818,2,79.70735874276846,1.0472905326635815,0.37523157463024087,0.6720589580333407,0.10091525239357658,0.9362623239713941,0.6661386015937092,1.5920532141420844,0.009468044904161532,0.02376791155898683,0.044025522533381434,0.034233354689797046,0.0,0,130.16148376464844,0
2021-06-24,130.16148376464844,131.36152922245495,129.69316099657445,131.1761533209972,68711000,AAPL,-0.002168841395825627,129.53704376220702,128.1282112121582,125.26370010375976,0.010540373288286014,0.008390305234944773,0.012292507201532965,0.05788610241571934,0.051714784730607866,0.14110957216071962,0.01281767983605012,-0.0020899510056838766,0.01269858795428025,0.014104007049456024,0.9089873610130134,3,74.999896014009,1.1434343478102686,0.5295245985863806,0.6139097492238881,0.1068086665922543,0.8660731436602837,0.45622683127156693,1.5467917647959653,0.004820551591309341,0.01586904658431143,0.03909978434958972,0.03411478069789986,0.0,0,129.8687744140625,0
2021-06-25,129.8687744140625,130.6297802366699,129.5760764313894,130.21025787505408,70783700,AAPL,-0.0022488169473789954,130.05414428710938,128.69018630981446,125.6456672668457,0.0100142988179224,-0.006493509525479335,0.020312980552437132,0.045229739607485664,0.06250003120931868,0.030165475688026744,0.008113603982439632,-0.002168841395825627,-0.0020899510056838766,0.01269858795428025,0.9514115282925629,4,73.51580425030937,1.188680491723958,0.6623105674755018,0.5263699242484562,0.10873493461109024,0.8091117299045655,0.32274445200829294,1.5282771339166175,-0.0014253284588736648,0.009158337073276623,0.03361124373869395,0.03508658210156157,0.0,0,131.4981231689453,1
2021-06-28,131.4981231689453,131.95667992046137,130.10295063063353,130.16148725640332,62111300,AAPL,0.012546116356560999,130.53807373046874,129.10971374511718,126.14178657531738,0.010020735796049101,0.008077972076561801,0.018745551486786027,0.032955070464242064,0.08161485518671752,-0.12251973265031357,0.014097001882271865,-0.0022488169473789954,-0.002168841395825627,-0.0020899510056838766,0.8400386131064785,0,74.87608664619792,1.292432355729079,0.7817697521947344,0.5106626035343447,0.11138219450369853,0.8812353048979699,-0.21410173945835564,1.4870828176068864,0.007354554966536808,0.018499068385692707,0.0424628248818224,0.034851949338186916,0.0,0,133.01036071777344,1
2021-06-29,133.01036071777344,133.16646828417475,131.07857796707717,131.51761747124857,64556100,AAPL,0.011500069448787897,130.9966278076172,129.76242370605468,126.7296157836914,0.010027741738961699,0.021887250135195213,0.0175398764612964,0.051604453839794395,0.09695849895944586,0.039361597648092994,0.015697200622797766,0.012546116356560999,-0.0022488169473789954,-0.002168841395825627,0.8749267716185937,1,76.55870257072206,1.445643749738978,0.9074339984057666,0.5382097513332115,0.11467218252882236,0.9321902449660501,-0.2831525874981633,1.5178539091518544,0.015372402663018425,0.025029873201784403,0.04956019865792327,0.033670204060343156,0.0,0,133.62501525878906,1
2021-06-30,133.62501525878906,134.06405473109936,132.5615455661884,132.85424351014055,63261400,AAPL,0.004621102729883031,131.63275146484375,130.42683944702148,127.31012840270996,0.010020750734113487,0.028923356377803966,0.02438294292394594,0.052324086655348934,0.09515448873953214,-0.02005542466165089,0.011244220717214256,0.011500069448787897,0.012546116356560999,-0.0022488169473789954,0.8550721307531254,2,82.04347378256827,1.5902339123334255,1.0406547356064093,0.5495791767270162,0.11830151587378034,0.9192878792046492,-0.3870751812347951,1.4738439097469336,0.015135015957464137,0.02452084114992803,0.04960239169741243,0.033953489140002846,0.0,0,133.92747497558594,1
2021-07-01,133.92747497558594,133.98601159157678,132.4542339993765,133.27379128495963,52485800,AAPL,0.0022634962189609364,132.38594970703124,130.96149673461915,127.97991256713867,0.009240038041893762,0.018474421901211846,0.028933222809191195,0.04158139186046972,0.11113817442753327,-0.17033451678274592,0.011437366324419376,0.004621102729883031,0.011500069448787897,0.012546116356560999,0.7209931572287855,3,80.99977420480504,1.7048019563706107,1.1716040210439616,0.5331979353266492,0.11522571780462926,0.9033181592877926,-0.5239515637946353,1.4824836482649852,0.011644175775194165,0.022647711846002005,0.04647262440757771,0.034427567979319784,0.0,0,136.55198669433594,1
2021-07-02,136.55198669433594,136.59100614570704,134.39579354693674,134.54213509862615,78852600,AAPL,0.019596514600371817,133.72259216308595,131.88836822509765,128.66628341674806,0.009285632096343354,0.026626692518165962,0.05146127166000092,0.07281958402287136,0.11176442160942801,0.5023606384965076,0.016076020949326492,0.0022634962189609364,0.004621102729883031,0.011500069448787897,1.0804583321657872,4,80.46246138491158,1.8970980088135418,1.2986883550523713,0.5984096537611705,0.12264677212189086,0.9997117396690375,-1.6535380563337752,1.4162252323351598,0.021158687440034907,0.03536034702680335,0.06128803186182208,0.039297853424121953,0.0,0,138.5618133544922,1
2021-07-06,138.5618133544922,139.66428770082487,136.65929888430668,136.65929888430668,108181800,AAPL,0.014718399261778092,135.1353302001953,132.83670196533203,129.45265731811523,0.009424064686119558,0.03694516394360825,0.0537170418506403,0.0734695489111552,0.12803812537802473,0.37194968840596254,0.021686991125255583,0.019596514600371817,0.0022634962189609364,0.004621102729883031,1.4455675311532459,1,86.88908482373786,2.1377567598333735,1.4514321496320646,0.686324610201309,0.1320987541027708,1.0326825254962573,3.471214872903926,1.4952650767740796,0.025355938740969863,0.04309886728936041,0.07036669795037298,0.0438976920196823,0.0,0,141.04969787597656,1
2021-07-07,141.04969787597656,141.36189806872017,139.18620319634806,140.0447648918188,104911600,AAPL,0.01795505169320677,136.74319763183593,133.86991271972656,130.32244834899902,0.009791659225406188,0.05317969969708569,0.06044143565072568,0.07904144742647934,0.1406815621425086,-0.03022874457625957,0.015425023272897541,0.014718399261778092,0.019596514600371817,0.0022634962189609364,1.373866513571914,2,88.31021947397878,2.4232262796643687,1.6253102762343794,0.7979160034299893,0.14652258783812425,1.0617777987355486,0.7528791393009691,1.490629198007982,0.03149334167053297,0.05363255275501522,0.08231313686073749,0.04926817569941866,0.0,0,139.75210571289062,0
2021-07-08,139.75210571289062,140.55213093920304,137.24467816832617,138.13252320539087,105575500,AAPL,-0.009199538762762138,137.96861572265624,134.80068359375,131.10833435058595,0.010393620803393303,0.02343516997462647,0.04585287000518079,0.07135384084136209,0.12672066657501624,0.006328184871835063,0.023666568414158696,0.01795505169320677,0.014718399261778092,0.019596514600371817,1.339838642692457,3,80.92926010512592,2.5993378343091083,1.8321885354692147,0.7671492988398936,0.15174379341566988,0.9344722410485045,-0.4322280302695338,1.5543347502084999,0.012926780347057631,0.036731431823170624,0.06592846599050728,0.0523252881371048,0.0,0,141.5765838623047,1
